id,econmon,type,tag,diagram,prompt_en,prompt_zh,options_en,options_zh,items_en,items_zh,answer,hint_en,hint_zh,explain_en,explain_zh
hard_biusuk-02,hard_biusuk,dse,dse,,"(Fictional) A price-taking fish-food stall sells at $8 a bag. Its TFC is $6 a day and the MC of its 1st to 5th bag is $3, $5, $7, $9 and $11. Find its profit-maximising output and profit, and explain what happens if the price rises to $10. (4 marks)",（虛構）一個 price taker 魚糧檔每包賣 $8，每日 TFC $6，第 1 至第 5 包嘅 MC 係 $3、$5、$7、$9、$11。搵出 profit 最大化嘅產量同 profit，並解釋價格升到 $10 會點。（4 分）,"As a price taker, MR = P = $8; the 3rd bag's MC of $7 is below $8 but the 4th bag's MC of $9 is above it, so output is 3 bags.|TR = 3 × $8 = $24 and TC = $6 + $3 + $5 + $7 = $21, so profit is $3.|At $10, MR rises to $10; the 4th bag's MC of $9 is now below MR while the 5th bag's $11 is above it, so output rises to 4 bags.|At $10, TR = $40 and TC = $6 + $24 = $30, so profit rises to $10.|It should make 5 bags at $8, because TR is largest there.|TC at 3 bags is 3 × $7 = $21, using the MC of the last bag.|A higher price cannot change output, because fixed cost is unchanged.",Price taker 嘅 MR = P = $8；第 3 包 MC $7 低過 $8，第 4 包 MC $9 高過 $8，所以做 3 包。|TR = 3 × $8 = $24，TC = $6 + $3 + $5 + $7 = $21，所以 profit 係 $3。|價格 $10 時 MR 升到 $10；第 4 包 MC $9 低過 MR，第 5 包 $11 高過，所以產量升到 4 包。|價格 $10 時 TR = $40，TC = $6 + $24 = $30，profit 升到 $10。|$8 時應該做 5 包，因為嗰度 TR 最大。|3 包嘅 TC 係 3 × $7 = $21，用最後一包嘅 MC 計。|價格上升唔會改變產量，因為 fixed cost 不變。,,,1|2|3|4,Compare each bag's MC with MR. What does a higher price do to MR?,逐包比較 MC 同 MR。價格上升對 MR 有咩影響？,"1 mark for MR = P and output 3, 1 for profit $3 using TC = TFC + ΣMC, 1 for the new output 4 at MR = $10, 1 for the new profit $10. A price change moves MR and so the output; a fixed-cost change would not.",MR = P 同產量 3 得 1 分；用 TC = TFC + ΣMC 計出 profit $3 得 1 分；MR = $10 時新產量 4 得 1 分；新 profit $10 得 1 分。價格改變會移動 MR 同產量；fixed cost 改變就唔會。
hard_biusuk-03,hard_biusuk,dse,dse,,(Fictional) A 波鞋街 shop sells a limited sneaker at $500. At that price 900 buyers want a pair but only 300 pairs are offered; the equilibrium price is $800. Explain the situation at $500. (4 marks),（虛構）波鞋街一間舖以 $500 賣限量波鞋。呢個價有 900 個買家想買，但只有 300 對供應；equilibrium price 係 $800。解釋 $500 時嘅情況。（4 分）,"$500 is below the equilibrium price, so there is excess demand (a shortage).|The shortage is 900 − 300 = 600 pairs.|Only 300 pairs are traded, because the quantity traded is the smaller of Qd and Qs.|Buyers compete for the limited pairs, so the price tends to rise towards $800.|900 pairs are traded, because that is how many buyers want them.|The shortage shows that sneakers have become scarce only because the price is too low.|The price tends to fall, because there is a surplus of 600 pairs.",$500 低過 equilibrium price，所以出現 excess demand（shortage）。|Shortage 係 900 − 300 = 600 對。|只成交 300 對，因為成交量係 Qd 同 Qs 較細嗰個。|買家爭有限嘅波鞋，所以價格傾向升向 $800。|成交 900 對，因為有咁多買家想買。|Shortage 顯示波鞋係因為價低先變得 scarce。|價格傾向下跌，因為有 600 對 surplus。,,,1|2|3|4,"Is $500 above or below Pe? Which side is short, and who ends up without a pair?",$500 高過定低過 Pe？邊一邊唔夠？邊個買唔到？,"1 mark each: excess demand below Pe, the size 600, Qt = Qs = 300, and upward pressure on price. A shortage exists only below Pe; scarcity exists at every price.",每點 1 分：低過 Pe 出現 excess demand、數量 600、Qt = Qs = 300、價格有上升壓力。Shortage 只喺低過 Pe 時出現；scarcity 喺任何價格都存在。
hard_biusuk-04,hard_biusuk,dse,dse,,(Fictional) Stall A on 西洋菜街 sells noodles at $25 with a 30-minute queue; Stall B sells similar noodles at $35 with no queue. Ah Wing values his time at $30 an hour. Explain which stall has the lower full price for him. (3 marks),（虛構）西洋菜街 A 檔麵賣 $25 但要排 30 分鐘；B 檔差唔多嘅麵賣 $35 唔使排。阿榮嘅時間每小時值 $30。解釋邊檔對佢嚟講 full price 較低。（3 分）,"Full price = money price + non-money price, such as the value of queuing time.|For Ah Wing, Stall A's full price is $25 + $15 = $40, since 30 minutes is worth $15 to him.|Stall B's full price is $35, so Stall B has the lower full price for him.|Stall A is cheaper because its money price is $10 lower.|Queuing time has no cost because Ah Wing pays no money for it.|Stall A's full price is $25 + $30 = $55, because his time is worth $30.",Full price = money price + non-money price，例如排隊時間嘅價值。|對阿榮嚟講，A 檔 full price = $25 + $15 = $40，因為 30 分鐘值 $15。|B 檔 full price 係 $35，所以 B 檔對佢嚟講 full price 較低。|A 檔較平，因為 money price 平 $10。|排隊時間冇成本，因為阿榮唔使俾錢。|A 檔 full price 係 $25 + $30 = $55，因為佢嘅時間值 $30。,,,1|2|3,How much is 30 minutes worth to Ah Wing? Add it to the money price.,30 分鐘對阿榮值幾多？加落 money price 度。,"1 mark for the definition, 1 for Stall A's full price ($25 + $15 = $40, using half an hour, not a full hour), 1 for the comparison with Stall B's $35. A lower money price does not mean a lower full price.",定義 1 分；A 檔 full price（$25 + $15 = $40，用半小時計，唔係一個鐘）1 分；同 B 檔 $35 比較 1 分。Money price 低唔代表 full price 低。
hard_lanzie-01,hard_lanzie,dse,dse,,"(Fictional) A typhoon destroys a large part of the vegetable crop in the farms that supply Hong Kong. With the aid of a demand-supply analysis, explain the effect on the equilibrium price and quantity of vegetables. (4 marks)",（虛構）颱風打爛咗供港菜場大量蔬菜。用 demand-supply 分析，解釋對蔬菜 equilibrium price 同 quantity 嘅影響。（4 分）,"The typhoon reduces the quantity of vegetables sellers can offer at each price, so supply decreases.|The supply curve shifts to the left, while the demand curve is unchanged.|At the original price there is excess demand, so the price is bid up.|The new equilibrium has a higher price and a smaller quantity.|Demand for vegetables decreases because the price rises.|Supply decreases, and then demand also decreases because buyers see less on sale.|The quantity is unchanged because vegetables are necessities.",颱風令賣家喺每個價格可以提供嘅蔬菜減少，所以 supply 減少。|Supply curve 向左移，demand curve 不變。|喺原本價格出現 excess demand，價格被推高。|新 equilibrium 價格較高、數量較少。|因為價格上升，蔬菜嘅 demand 減少。|Supply 減少，之後買家見少咗貨，所以 demand 都減少。|因為蔬菜係必需品，所以數量不變。,,,1|2|3|4,Which side of the market does the typhoon hit? Does the demand curve need to move at all?,颱風打中市場邊一邊？Demand curve 需唔需要移？,"1 mark: supply decreases with the reason; 1: S shifts left, D unchanged; 1: excess demand at the old price pushes price up; 1: new Pe higher, Qe lower. A fall in quantity demanded is a movement along D, not a fall in demand.",1 分：supply 減少同原因；1 分：S 左移、D 不變；1 分：舊價格出現 excess demand，推高價格；1 分：新 Pe 較高、Qe 較低。Quantity demanded 減少係沿 D 移動，唔係 demand 減少。
hard_lanzie-02,hard_lanzie,dse,dse,,"(Fictional) A jade stall raises the price of a bracelet from $400 to $500, and weekly sales fall from 30 to 20. Calculate the price elasticity of demand by the arc method and explain what happens to the stall's total revenue. (4 marks)",（虛構）一檔玉器將手鐲由 $400 加到 $500，每星期銷量由 30 隻跌到 20 隻。用 arc method 計 price elasticity of demand，並解釋呢檔嘅 total revenue 點變。（4 分）,"%ΔQd = (20 − 30) ÷ [(30 + 20)/2] = −10 ÷ 25 = −40%.|%ΔP = (500 − 400) ÷ [(400 + 500)/2] = 100 ÷ 450 ≈ 22.2%.|Ed = 40% ÷ 22.2% = 1.8, which is greater than 1, so demand is elastic.|TR falls from $400 × 30 = $12,000 to $500 × 20 = $10,000: with elastic demand, price and TR move in opposite directions.|Ed = 10 ÷ 100 = 0.1, so demand is inelastic.|TR rises because each bracelet now sells for $100 more.|Ed = 22.2% ÷ 40% = 0.56, so the price rise increases TR.","%ΔQd = (20 − 30) ÷ [(30 + 20)/2] = −10 ÷ 25 = −40%。|%ΔP = (500 − 400) ÷ [(400 + 500)/2] = 100 ÷ 450 ≈ 22.2%。|Ed = 40% ÷ 22.2% = 1.8，大過 1，所以 demand 係 elastic。|TR 由 $400 × 30 = $12,000 跌到 $500 × 20 = $10,000：demand elastic，價格同 TR 反方向變。|Ed = 10 ÷ 100 = 0.1，所以 demand 係 inelastic。|TR 上升，因為每隻手鐲貴咗 $100。|Ed = 22.2% ÷ 40% = 0.56，所以加價會增加 TR。",,,1|2|3|4,Use the averages of the two prices and the two quantities. Then work out TR before and after.,用兩個價格同兩個數量嘅平均值，之後計加價前後嘅 TR。,"1 mark each: %ΔQd with the mid-point, %ΔP with the mid-point, Ed = 1.8 so elastic, and TR falls from $12,000 to $10,000 with the elastic-TR rule. Using absolute changes or flipping the formula scores 0 for that step.","每點 1 分：用中點計 %ΔQd、用中點計 %ΔP、Ed = 1.8 所以 elastic、TR 由 $12,000 跌到 $10,000 並用 elastic 同 TR 嘅關係解釋。用絕對變化或者調轉公式，嗰步唔得分。"
hard_lanzie-03,hard_lanzie,dse,dse,,"(Fictional) More tourists start visiting Yau Ma Tei, and at the same time several new guesthouses open there. Explain the effect on the equilibrium price and quantity of guesthouse rooms. (3 marks)",（虛構）越嚟越多遊客嚟油麻地，同一時間有幾間新賓館開業。解釋對賓館房間 equilibrium price 同 quantity 嘅影響。（3 分）,"More tourists raise the demand for rooms, so the demand curve shifts right.|More guesthouses raise the supply of rooms, so the supply curve shifts right.|The equilibrium quantity rises, but the change in price is indeterminate unless the sizes of the two shifts are known.|Both price and quantity must rise.|Price must fall because supply increases.|The demand increase causes supply to increase, so only one curve really shifts.",多咗遊客令房間 demand 增加，demand curve 右移。|多咗賓館令房間 supply 增加，supply curve 右移。|Equilibrium quantity 上升，但價格變化不確定，除非知道兩條線移動嘅幅度。|價格同數量一定都上升。|因為 supply 增加，價格一定跌。|Demand 增加引致 supply 增加，所以其實只有一條線移。,,,1|2|3,"Which curve does each event move? When both move right, which variable is certain?",每件事郁邊條線？兩條線都右移，邊個變數確定？,"1 mark: D shifts right with reason; 1: S shifts right with reason; 1: Qe rises and Pe indeterminate. Saying both rise, or treating one shift as causing the other, loses the mark.",1 分：D 右移同原因；1 分：S 右移同原因；1 分：Qe 上升、Pe 不確定。話兩個都升，或者當一條線移引致另一條移，唔得分。
hard_lanzie-04,hard_lanzie,dse,dse,,(Fictional) Explain why the supply of fresh strawberries at 果欄 is less elastic on a single morning than over a whole season. (3 marks),（虛構）解釋點解果欄新鮮士多啤梨嘅 supply，喺一個朝早入面比成個季節嘅 elasticity 低。（3 分）,"Es measures how much quantity supplied responds to a change in price.|On a single morning, fresh strawberries cannot be stored and new stock cannot be grown or shipped in time, so quantity supplied can hardly rise.|Over a season, growers can plant more and traders can arrange more shipments, so quantity supplied responds more and Es is higher.|Supply is less elastic in the morning because demand for strawberries is inelastic.|Over a season the supply curve becomes steeper.|Es is fixed for a good and does not depend on time.",Es 量度 quantity supplied 對價格變化嘅反應程度。|一個朝早入面，新鮮士多啤梨唔可以儲存，新貨又嚟唔切種或者運到，所以 quantity supplied 好難增加。|成個季節，農夫可以種多啲，批發商可以安排多啲貨運，所以 quantity supplied 反應較大，Es 較高。|朝早 supply 較 inelastic，因為士多啤梨嘅 demand 係 inelastic。|成個季節 supply curve 會變得更斜。|一件貨品嘅 Es 係固定嘅，同時間無關。,,,1|2|3,"What can a seller change in a few hours, and what can change over months?",幾個鐘入面賣家可以改變啲咩？幾個月又可以改變啲咩？,"1 mark for the meaning of Es; 1 for the very short run (perishable, no stock, no time to raise output); 1 for the longer period (more time to adjust inputs and shipments). Es depends on supply-side conditions, not on the elasticity of demand.",Es 嘅意思 1 分；極短期（易壞、冇存貨、嚟唔切增產）1 分；較長時間（有時間調整投入同貨運）1 分。Es 睇供應方嘅條件，唔係睇 demand 嘅 elasticity。
hard_hokoo-01,hard_hokoo,dse,dse,,"(Fictional) The equilibrium monthly rent of subdivided flats in Sham Shui Po is $5,000. The government sets a maximum rent of $4,000. Explain the effects on the rent, the quantity of flats rented and how flats are allocated. (4 marks)","（虛構）深水埗劏房每月 equilibrium rent 係 $5,000。政府定咗最高租金 $4,000。解釋對租金、出租單位數量同分配方法嘅影響。（4 分）","The maximum rent is below the equilibrium rent, so it is an effective price ceiling and the rent falls to $4,000.|At $4,000 the quantity demanded rises and the quantity supplied falls, so there is a shortage of flats.|Only Qs flats are rented, so the quantity rented falls.|Since price cannot ration the flats, non-price methods such as queuing, connections or illegal side payments decide who gets a flat.|The quantity rented rises to Qd because more tenants can afford the flats.|The ceiling is ineffective because it is lower than the equilibrium rent.|Demand for flats falls because the rent falls.","最高租金低過 equilibrium rent，係有效嘅 price ceiling，租金跌到 $4,000。|喺 $4,000，quantity demanded 上升、quantity supplied 下降，出現單位 shortage。|只有 Qs 咁多個單位租得出，所以出租數量減少。|價格唔可以分配單位，就靠排隊、人情或者非法額外收費等 non-price 方法決定邊個租到。|因為多咗租客負擔得起，出租數量升到 Qd。|個上限低過 equilibrium rent，所以 ineffective。|因為租金下跌，單位嘅 demand 減少。",,,1|2|3|4,"Is $4,000 above or below Pe? At that rent compare Qd and Qs. If price cannot decide who gets a flat, what will?","$4,000 高過定低過 Pe？喺呢個租金比較 Qd 同 Qs。價格決定唔到邊個租到，咁由咩決定？","1 mark each: effective ceiling and lower rent; shortage (Qd > Qs); quantity traded = Qs falls; non-price allocation / black market. A lower price raises quantity demanded (movement along D), not demand.",每點 1 分：有效上限、租金下降；shortage（Qd > Qs）；成交量 = Qs，減少；non-price 分配或 black market。價格下跌係令 quantity demanded 上升（沿 D 移動），唔係 demand 上升。
hard_hokoo-02,hard_hokoo,dse,dse,,"(Fictional) The market wage of security guards is $36 an hour. The government sets a minimum wage of $40 an hour. With the aid of demand and supply analysis, explain the effect on the employment of security guards. (3 marks)",（虛構）保安員嘅市場工資係每小時 $36。政府定咗每小時 $40 嘅最低工資。用 demand-supply 分析，解釋對保安員就業嘅影響。（3 分）,"The minimum wage is above the market wage, so it is an effective price floor in the labour market.|At $40 the quantity of labour demanded by employers falls while the quantity supplied by workers rises, so there is a surplus of labour.|Employment falls to Qd, and the surplus (Qs − Qd) is the number of guards who want to work but cannot find a job.|Employment rises because every guard earns more.|The minimum wage shifts the demand curve for guards to the left.|There is a shortage of guards because the wage is higher.",最低工資高過市場工資，係勞工市場入面有效嘅 price floor。|喺 $40，僱主嘅 quantity demanded 下降，工人嘅 quantity supplied 上升，出現勞工 surplus。|就業跌到 Qd，surplus（Qs − Qd）就係想做但搵唔到工嘅保安員人數。|因為每個保安員賺多咗，所以就業增加。|最低工資令保安員嘅 demand curve 向左移。|因為工資高咗，所以出現保安員 shortage。,,,1|2|3,"In the labour market, who is the buyer and who is the seller? At a wage above the market wage, which quantity is larger?",勞工市場入面，邊個係買家、邊個係賣家？工資高過市場工資時，邊個數量較大？,"1 mark: effective price floor (above market wage); 1: Qd of labour falls and Qs rises → surplus; 1: employment = Qd falls, surplus = unemployment. A higher wage moves along the demand curve for labour; it does not shift it.",1 分：有效 price floor（高過市場工資）；1 分：勞工 Qd 下降、Qs 上升 → surplus；1 分：就業 = Qd 減少，surplus = 失業。工資上升係沿勞工 demand curve 移動，唔係令佢移。
hard_hokoo-03,hard_hokoo,dse,dse,,"(Fictional) Before a tax, lemon tea sells at $10 a bottle and 500 bottles are sold a day. After a unit tax of $2 a bottle, consumers pay $11.5 and 400 bottles are sold. Calculate the tax revenue and each side's share of the tax, and state which side has the lower elasticity. (4 marks)",（虛構）徵稅之前，檸檬茶每樽 $10，每日賣 500 樽。每樽徵 $2 unit tax 之後，消費者付 $11.5，每日賣 400 樽。計算稅收同雙方各自負擔嘅稅款，並指出邊一方 elasticity 較低。（4 分）,"Tax revenue = $2 × 400 = $800 a day.|Consumers bear ($11.5 − $10) × 400 = $600.|Producers receive $11.5 − $2 = $9.5 net, so they bear ($10 − $9.5) × 400 = $200.|Consumers bear the larger share, so demand is less elastic than supply.|Tax revenue = $2 × 500 = $1,000, because the tax applies to the original quantity.|Producers bear all the tax because they pay it to the government.|Consumers bear more, so demand is more elastic than supply.","稅收 = $2 × 400 = 每日 $800。|消費者負擔 ($11.5 − $10) × 400 = $600。|生產者淨收 $11.5 − $2 = $9.5，所以負擔 ($10 − $9.5) × 400 = $200。|消費者負擔較多，所以 demand 比 supply 較 inelastic。|稅收 = $2 × 500 = $1,000，因為稅按原本數量計。|生產者負擔全部稅款，因為佢哋交錢俾政府。|消費者負擔較多，所以 demand 比 supply 較 elastic。",,,1|2|3|4,"Which quantity do you multiply by the tax? How much did the price paid rise, and how much did the net price received fall?",稅款要乘邊個數量？消費者付價升咗幾多？生產者淨價跌咗幾多？,1 mark each: revenue $800 (new quantity); consumers' share $600; producers' share $200 (net price $9.5); the side bearing more (consumers) has the lower elasticity. Check: 600 + 200 = 800.,每點 1 分：稅收 $800（新數量）；消費者負擔 $600；生產者負擔 $200（淨價 $9.5）；負擔較多嘅一方（消費者）elasticity 較低。檢查：600 + 200 = 800。
hard_hokoo-04,hard_hokoo,dse,dse,,"(Fictional) A stall at 棚仔 sells bags of buttons. For the 1st to 4th bag, buyers' MB is $20, $16, $12 and $8, and the stall's MC is $6, $8, $12 and $16. The market price is $12. Find the efficient output and the TSS there, and explain what happens if a 4th bag is produced. (3 marks)",（虛構）棚仔一檔賣鈕扣袋。第 1 至第 4 袋，買家嘅 MB 係 $20、$16、$12、$8，檔口嘅 MC 係 $6、$8、$12、$16。市價係 $12。搵出有效率嘅產量同嗰度嘅 TSS，並解釋如果生產第 4 袋會點。（3 分）,"Efficiency is reached where MB = MC, at 3 bags.|TSS = Σ(MB − MC) = 14 + 8 + 0 = $22, which equals CS $12 + PS $10.|For the 4th bag MC ($16) > MB ($8), so producing it is over-production and TSS falls by $8, a deadweight loss.|Output should be 4 bags because more output always raises welfare.|TSS at 3 bags is $48, the sum of all MB.|PS at 3 bags equals profit, which is $10.",MB = MC 時達到 efficiency，即係 3 袋。|TSS = Σ(MB − MC) = 14 + 8 + 0 = $22，等於 CS $12 + PS $10。|第 4 袋 MC（$16）> MB（$8），生產佢屬 over-production，TSS 減少 $8，即 deadweight loss。|應該生產 4 袋，因為產量越多福利越大。|3 袋時 TSS 係 $48，即所有 MB 加埋。|3 袋時 PS 等於 profit，即 $10。,,,1|2|3,Compare MB with MC unit by unit. What happens to TSS when MC is bigger than MB?,逐袋比較 MB 同 MC。MC 大過 MB 時，TSS 會點？,"1 mark: efficient Q at MB = MC (3 bags); 1: TSS $22 with the working (CS = 8 + 4 + 0 = 12, PS = 6 + 4 + 0 = 10); 1: the 4th bag has MC > MB, so TSS falls by $8 (deadweight loss). PS = profit + TFC, so PS is not profit.",1 分：MB = MC 嘅有效產量（3 袋）；1 分：TSS $22 同計算（CS = 8 + 4 + 0 = 12，PS = 6 + 4 + 0 = 10）；1 分：第 4 袋 MC > MB，TSS 減少 $8（deadweight loss）。PS = profit + TFC，所以 PS 唔係 profit。
pp1-1-01,pp1,mc,pp,,"(Fictional) Ah Man can spend one whole Sunday on exactly one activity: helping at a Tuen Mun herbal tea stall for $260, giving a tutorial in Yuen Long for $300, or handing out leaflets in Tsuen Wan for $180. She chooses the tutorial. Which of the following is her opportunity cost of giving the tutorial?",（虛構）阿敏一個星期日只可以做一樣嘢：去屯門涼茶舖幫手賺 $260、喺元朗補習賺 $300，或者喺荃灣派傳單賺 $180。佢揀咗補習。以下邊項係佢補習嘅 opportunity cost？,"$180, the lowest-valued option she gave up|$260, the highest-valued option she gave up|$440, the two options she gave up added together|$300, the income she earns from the tutorial",$180，即係佢放棄咗嘅選項之中價值最低嗰個|$260，即係佢放棄咗嘅選項之中價值最高嗰個|$440，即係佢放棄咗嘅兩個選項加埋一齊|$300，即係佢補習賺到嘅收入,,,B,"Among the options she did NOT take, which one is worth the most?",喺佢冇揀嘅選項之中，邊個價值最高？,"Opportunity cost counts one option only, the highest-valued option forgone. Adding forgone options together, picking the lowest one, or quoting the income from the chosen option are the three standard errors.",Opportunity cost 只計一個選項，就係被放棄嘅最高價值選項。將放棄嘅選項加埋、揀最低嗰個、或者講返所揀選項嘅收入，就係三個典型錯誤。
pp1-1-02,pp1,mc,pp,,"(Fictional) On a hot morning at a Sai Kung pier, a shop gives chilled water to anyone who walks in and charges nothing. A queue forms and the shop runs out before noon. Which of the following best explains why the chilled water is still an economic good?",（虛構）一個大熱天嘅朝早，西貢碼頭有間舖頭免費派凍水，唔收錢。好快就排晒隊，未到中午就派完。以下邊項最能解釋點解啲凍水仍然係 economic good？,"Its money price is zero, and any good with a zero price is an economic good|A shop rather than the government hands it out|It turns into a free good again as soon as the queue disappears|Scarce resources are needed to provide it and the quantity is not enough for all the wants for it",佢嘅 money price 係零，而凡係零價錢嘅物品都係 economic good|係舖頭派而唔係政府派|一排完隊佢就會變返 free good|提供佢要用 scarce resources，而數量唔夠滿足所有人對佢嘅慾望,,,D,"Does someone have to use up scarce resources to put that water there, and is there enough for everyone who wants it?",要唔要有人用 scarce resources 先有嗰啲水？夠唔夠所有想要嘅人分？,"A good is economic when scarce resources are needed for it and it is not enough to satisfy all wants. A zero money price does not make a good free, and who provides it is irrelevant.",一件物品要用 scarce resources 而又唔夠滿足所有慾望，就係 economic good。零價錢唔等於 free good，邊個提供亦都唔相干。
pp1-1-03,pp1,mc,pp,,"(Fictional) A Chai Wan noodle shop paid $9,000 last year for a fitted signboard that cannot be resold or taken away. The owner is now deciding whether to close the shop at the end of this month. Which statement about the $9,000 is correct?","（虛構）柴灣一間麵舖舊年用咗 $9,000 訂造咗個招牌，拆唔到亦賣唔返出去。老闆而家諗緊今個月尾結唔結業。以下關於嗰 $9,000 嘅講法，邊項啱？","It is the opportunity cost of staying open for another month|It should be added to the cost of closing, because closing wastes it|It is a historical cost and should not affect the decision, because it cannot be recovered whichever option is chosen|It is a cost of closing but not a cost of staying open",佢係再開多個月嘅 opportunity cost|佢應該加落結業嘅 cost 度，因為結業就嘥咗佢|佢係 historical cost，唔應該影響個決定，因為無論揀邊樣都拎唔返|佢係結業嘅 cost，但唔係繼續開嘅 cost,,,C,"Whichever the owner picks today, can any of that $9,000 come back?","無論老闆今日揀邊樣，嗰 $9,000 拎唔拎得返？","A historical cost is already spent and unrecoverable, so it is the same under every option and is not a cost of any choice. If the signboard could be resold, the resale value would be recoverable and would become an opportunity cost.",Historical cost 已經用咗又拎唔返，喺每個選項之下都一樣，所以唔係任何選擇嘅 cost。如果個招牌賣得返，嗰筆賣返嘅錢就拎得返，會變成 opportunity cost。
pp1-1-04,pp1,tf,pp,,"(Fictional) Ka Yan skips a $90 part-time shift and a $40 badminton session to attend a free revision class, so the opportunity cost of the class is $130.",（虛構）家欣放棄咗一份 $90 嘅兼職更同一場價值 $40 嘅羽毛球，去上一堂免費溫習班，所以呢堂嘅 opportunity cost 係 $130。,,,,,F,How many forgone options does opportunity cost count?,Opportunity cost 計幾多個被放棄嘅選項？,"Opportunity cost is the value of the highest-valued option forgone only, so it is $90, not the $130 sum. Adding every option given up is the most common Ch.1 error.",Opportunity cost 只計被放棄選項之中價值最高嗰個，所以係 $90，唔係加埋嘅 $130。將所有放棄嘅選項加埋，係第一章最常見嘅錯。
pp1-1-05,pp1,fill,pp,,"(Fictional) Fill in the blanks. Full cost = money cost + ____ cost; and when the resource given up is time, that second item is valued at the ____ alternative use of the time.",（虛構）填空。Full cost = money cost + ① cost；而當放棄嘅資源係時間，第二部分就要用嗰段時間嘅 ② alternative use 嚟計。,non-money|best|historical|average,non-money（非金錢）|best（最佳）|historical（歷史）|average（平均）,,,non-money|best,"What do you pay in money, and what is the best thing that time could otherwise have done?",你要用錢俾咩？嗰段時間本來最好可以用嚟做咩？,"Full cost = money cost + non-money cost, and the non-money part is valued at the BEST alternative use of the resource, not at an average of the alternatives and not at a past payment.",Full cost = money cost + non-money cost，而 non-money 嗰部分要用資源嘅最佳（best）其他用途嚟計，唔係啲選項嘅平均數，亦唔係過去俾咗嘅錢。
pp1-2-06,pp1,mc,pp,,"(Fictional) A Tai Po bakery replaces two counter staff with a self-service ordering screen, and keeps selling exactly the same buns to exactly the same customers. Which basic economic problem is the bakery dealing with?",（虛構）大埔一間餅店用自助落單機取代咗兩個櫃枱員工，賣嘅麵包同賣俾邊啲客都一模一樣。呢間餅店處理緊邊個 basic economic problem？,"What to produce, because the bakery changed its business|How to produce, because it changed the combination of factors used to make the same output|For whom to produce, because fewer staff now share the bakery's income|None of the three, because the bakery is a private firm rather than the government",生產咩（what），因為間餅店改變咗做生意嘅方式|點生產（how），因為佢改變咗生產同樣產出所用嘅生產要素組合|為誰生產（for whom），因為而家少咗員工分間舖嘅收入|三個都唔係，因為間餅店係私人企業而唔係政府,,,B,"Did the goods change, did the buyers change, or did the method change?",改變咗嘅係啲貨、啲買家，定係生產方法？,"The 'how' problem is about the method and the combination of factors used. The output and the buyers are unchanged, so it is not 'what' or 'for whom'. All three problems apply to firms as well as governments.",How 嘅問題係關於生產方法同生產要素組合。產出同買家都冇變，所以唔係 what 或 for whom。三個問題對企業同政府一樣適用。
pp1-2-07,pp1,mc,pp,,"(Fictional) In a fictional territory, a central committee issues written orders every January telling each workshop what to make, how much, and which district to send it to. Workshops that disobey are fined. Which of the following best describes how this territory answers the basic economic problems?",（虛構）喺一個虛構地方，中央委員會每年一月都會出書面命令，指定每間工場要做咩、做幾多、送去邊區。唔跟就要罰錢。以下邊項最能形容呢個地方點解決基本經濟問題？,"Tradition, because the same orders are issued every January|The market mechanism, because workshops still respond to shortages in each district|Command, because a central authority decides and enforces the answers|A market economy, because money is still used to pay the fines",Tradition，因為每年一月都出同樣嘅命令|Market mechanism，因為啲工場都係回應緊各區嘅短缺|Command，因為由中央機關決定答案並強制執行|Market economy，因為罰錢都仲係用緊錢,,,C,"Who decides what gets made here, and what happens if you say no?",喺呢度邊個決定生產咩？唔跟會點？,"Command means a central authority decides and enforces the answers to what, how and for whom. Repetition alone is not tradition, and the use of money does not make an economy a market economy.",Command 即係由中央機關決定並強制執行 what、how、for whom 嘅答案。重複做同一件事唔等於 tradition，用錢亦唔等於 market economy。
pp1-2-08,pp1,mc,pp,,"(Fictional) Ah Ying works at a Kwun Tong print shop for $14,000 a month and spends $900 there on printing her own name cards. In the circular flow model, which of the following is a real flow in the factor market?","（虛構）阿英喺觀塘一間印刷舖返工，月薪 $14,000，又喺嗰度用 $900 印自己嘅名片。喺 circular flow 模型入面，以下邊項係 factor market 嘅 real flow？","The printing labour Ah Ying supplies to the print shop|The $14,000 wage the print shop pays Ah Ying|The $900 Ah Ying pays for her name cards|The finished name cards Ah Ying takes home","阿英提供俾印刷舖嘅勞力|印刷舖俾阿英嘅 $14,000 人工|阿英俾嘅 $900 名片錢|阿英攞返屋企嘅名片成品",,,A,"Which item is a service rather than money, and which market are factor services traded in?",邊樣嘢係服務而唔係錢？Factor services 喺邊個市場交易？,Factor services flowing from households to firms are a real flow in the factor market. The wage is a money flow in the same market; the name cards and the $900 both belong to the product market.,由 households 流去 firms 嘅 factor services 係 factor market 嘅 real flow。人工係同一市場嘅 money flow；名片同 $900 都屬於 product market。
